class	dist_HA
Fatty Acyl	2.17
Fatty Acyl	2.39
Fatty Acyl	1.95
Fatty Acyl	1.93
Fatty Acyl	1.61
Fatty Acyl	3.31
Fatty Acyl	2.38
Fatty Acyl	3.07
Fatty Acyl	3.75
Fatty Acyl	1.8
Fatty Acyl	2.04
Fatty Acyl	1.6
Fatty Acyl	1.88
Fatty Acyl	2.13
Fatty Acyl	1.65
Fatty Acyl	2.34
Fatty Acyl	3.31
Fatty Acyl	2.84
Fatty Acyl	3.04
Fatty Acyl	2.08
Fatty Acyl	3.04
Fatty Acyl	3.03
Fatty Acyl	1.99
Fatty Acyl	2.07
Fatty Acyl	1.91
Fatty Acyl	3.18
Fatty Acyl	1.94
Fatty Acyl	1.89
Fatty Acyl	2.33
Fatty Acyl	2.32
Fatty Acyl	2.27
Fatty Acyl	1.89
Fatty Acyl	1.89
Fatty Acyl	2.87
Fatty Acyl	1.85
Fatty Acyl	2.21
Fatty Acyl	2.54
Fatty Acyl	1.72
Fatty Acyl	2.25
Fatty Acyl	2.73
Fatty Acyl	1.91
Fatty Acyl	2.1
Fatty Acyl	2.62
Fatty Acyl	1.69
Fatty Acyl	2.9
Fatty Acyl	2.6
Fatty Acyl	2.59
Fatty Acyl	1.78
Fatty Acyl	2.71
Fatty Acyl	1.77
Fatty Acyl	1.88
Fatty Acyl	2.42
Fatty Acyl	1.68
Fatty Acyl	1.75
Fatty Acyl	3.47
Fatty Acyl	1.91
Fatty Acyl	3.35
Fatty Acyl	1.42
Fatty Acyl	2.32
Fatty Acyl	3.16
Fatty Acyl	2.65
Fatty Acyl	1.5
Fatty Acyl	2.13
Fatty Acyl	3.17
Fatty Acyl	1.67
Fatty Acyl	2.27
Fatty Acyl	2.45
Fatty Acyl	2.02
Fatty Acyl	1.92
Fatty Acyl	3.02
Fatty Acyl	2.22
Fatty Acyl	2.08
Fatty Acyl	2.65
Fatty Acyl	1.99
Fatty Acyl	2.4
Fatty Acyl	2.83
Fatty Acyl	1.96
Fatty Acyl	1.7
Fatty Acyl	3.34
Fatty Acyl	1.71
Fatty Acyl	1.64
Fatty Acyl	3.26
Fatty Acyl	2.24
Fatty Acyl	3.7
Fatty Acyl	2.75
Fatty Acyl	2.35
Fatty Acyl	1.9
Fatty Acyl	3.2
Fatty Acyl	2.64
Fatty Acyl	2.44
Fatty Acyl	3.44
Fatty Acyl	2.69
Fatty Acyl	3.31
Fatty Acyl	1.85
Fatty Acyl	2.81
Fatty Acyl	2.68
Fatty Acyl	2.05
Fatty Acyl	2.75
Fatty Acyl	2.02
Fatty Acyl	2.32
Fatty Acyl	2.02
Fatty Acyl	3.01
Fatty Acyl	2.04
Fatty Acyl	2.0
Fatty Acyl	2.48
Fatty Acyl	2.27
Fatty Acyl	3.02
Fatty Acyl	3.2
Fatty Acyl	3.01
Fatty Acyl	1.91
Fatty Acyl	3.03
Fatty Acyl	2.87
Fatty Acyl	2.72
Fatty Acyl	2.42
Fatty Acyl	2.33
Fatty Acyl	1.75
Fatty Acyl	2.61
Fatty Acyl	2.96
Fatty Acyl	2.19
Fatty Acyl	2.09
Fatty Acyl	2.13
Fatty Acyl	3.31
Fatty Acyl	3.28
Fatty Acyl	2.28
Fatty Acyl	1.93
Fatty Acyl	1.93
Fatty Acyl	2.17
Fatty Acyl	1.92
Fatty Acyl	2.14
Fatty Acyl	2.94
Fatty Acyl	2.12
Fatty Acyl	2.34
Fatty Acyl	3.1
Fatty Acyl	2.35
Fatty Acyl	2.17
Fatty Acyl	2.85
Fatty Acyl	3.32
Fatty Acyl	2.9
Fatty Acyl	3.18
Fatty Acyl	2.34
Fatty Acyl	1.99
Fatty Acyl	2.95
Fatty Acyl	2.21
Fatty Acyl	2.15
Fatty Acyl	2.26
Fatty Acyl	2.08
Fatty Acyl	3.39
Fatty Acyl	2.57
Fatty Acyl	2.01
Fatty Acyl	3.19
Fatty Acyl	1.97
Fatty Acyl	3.15
Fatty Acyl	3.03
Fatty Acyl	2.83
Fatty Acyl	2.76
Fatty Acyl	3.01
Fatty Acyl	2.86
Fatty Acyl	3.03
Fatty Acyl	2.51
Fatty Acyl	2.42
Fatty Acyl	3.09
Fatty Acyl	2.81
Fatty Acyl	2.72
Fatty Acyl	2.69
Fatty Acyl	2.59
Fatty Acyl	2.8
Fatty Acyl	3.24
Fatty Acyl	3.32
Fatty Acyl	2.38
Fatty Acyl	3.29
Fatty Acyl	3.39
Fatty Acyl	3.15
Fatty Acyl	3.14
Fatty Acyl	2.84
Fatty Acyl	2.78
Fatty Acyl	2.29
Fatty Acyl	2.1
Fatty Acyl	2.35
Fatty Acyl	2.72
Fatty Acyl	2.11
Fatty Acyl	2.33
Fatty Acyl	3.23
Fatty Acyl	2.43
Fatty Acyl	2.3
Fatty Acyl	2.63
Fatty Acyl	2.36
Fatty Acyl	2.55
Fatty Acyl	1.65
Fatty Acyl	3.16
Fatty Acyl	2.89
Fatty Acyl	2.05
Fatty Acyl	2.1
Fatty Acyl	3.07
Fatty Acyl	2.84
Fatty Acyl	1.83
Fatty Acyl	3.4
Fatty Acyl	1.92
Fatty Acyl	1.93
Fatty Acyl	2.04
Fatty Acyl	3.58
Fatty Acyl	2.32
Fatty Acyl	2.74
Fatty Acyl	1.78
Fatty Acyl	2.91
Fatty Acyl	3.18
Fatty Acyl	2.63
Fatty Acyl	3.31
Fatty Acyl	3.58
Fatty Acyl	2.91
Fatty Acyl	3.65
Fatty Acyl	3.42
Fatty Acyl	3.02
Fatty Acyl	3.19
Fatty Acyl	3.19
Fatty Acyl	3.3
Fatty Acyl	3.07
Fatty Acyl	2.29
Fatty Acyl	2.57
Fatty Acyl	1.96
Fatty Acyl	2.38
Fatty Acyl	2.34
Fatty Acyl	2.44
Fatty Acyl	1.68
Fatty Acyl	2.11
Fatty Acyl	1.72
Fatty Acyl	2.28
Fatty Acyl	1.65
Fatty Acyl	2.29
Fatty Acyl	1.68
Fatty Acyl	1.67
Fatty Acyl	2.28
Fatty Acyl	1.59
Fatty Acyl	2.2
Fatty Acyl	1.75
Fatty Acyl	1.77
Fatty Acyl	2.29
Fatty Acyl	2.2
Fatty Acyl	2.3
Fatty Acyl	2.22
Fatty Acyl	2.07
Fatty Acyl	3.01
Fatty Acyl	2.02
Fatty Acyl	2.9
Fatty Acyl	1.88
Fatty Acyl	2.05
Fatty Acyl	2.58
Fatty Acyl	3.0
Fatty Acyl	2.53
Fatty Acyl	3.33
Fatty Acyl	1.91
Fatty Acyl	3.37
Fatty Acyl	1.96
Fatty Acyl	3.27
Fatty Acyl	3.23
Fatty Acyl	3.44
Fatty Acyl	3.07
Fatty Acyl	3.58
Fatty Acyl	2.98
Fatty Acyl	1.93
Fatty Acyl	3.25
Fatty Acyl	3.42
Fatty Acyl	2.37
Fatty Acyl	3.48
Fatty Acyl	3.18
Fatty Acyl	2.87
Fatty Acyl	2.9
Fatty Acyl	3.57
Fatty Acyl	2.51
Fatty Acyl	2.55
Fatty Acyl	1.96
Fatty Acyl	2.65
Fatty Acyl	3.28
Fatty Acyl	2.99
Fatty Acyl	1.98
Fatty Acyl	3.1
Fatty Acyl	2.18
Fatty Acyl	1.71
Fatty Acyl	3.18
Fatty Acyl	2.29
Fatty Acyl	2.07
Fatty Acyl	2.09
Fatty Acyl	3.16
Fatty Acyl	1.87
Fatty Acyl	2.38
Fatty Acyl	3.48
Fatty Acyl	1.23
Fatty Acyl	2.0
Fatty Acyl	2.16
Fatty Acyl	2.77
Fatty Acyl	2.75
Fatty Acyl	1.83
Fatty Acyl	1.84
Fatty Acyl	3.59
Fatty Acyl	1.98
Fatty Acyl	1.7
Fatty Acyl	2.91
Fatty Acyl	3.07
Fatty Acyl	2.22
Fatty Acyl	2.7
Fatty Acyl	2.44
Fatty Acyl	2.71
Fatty Acyl	2.24
Fatty Acyl	3.13
Fatty Acyl	3.02
Fatty Acyl	2.29
Fatty Acyl	2.75
Fatty Acyl	3.02
Fatty Acyl	3.15
Fatty Acyl	3.08
Fatty Acyl	2.58
Fatty Acyl	3.6
Fatty Acyl	2.75
Fatty Acyl	2.27
Fatty Acyl	3.11
Fatty Acyl	3.02
Fatty Acyl	3.15
Fatty Acyl	3.08
Fatty Acyl	2.58
Fatty Acyl	3.6
Fatty Acyl	2.75
Fatty Acyl	2.27
Fatty Acyl	3.11
Fatty Acyl	1.98
Fatty Acyl	2.86
Fatty Acyl	2.7
Fatty Acyl	2.84
Fatty Acyl	3.16
Fatty Acyl	2.51
Fatty Acyl	2.16
Fatty Acyl	1.82
Fatty Acyl	2.83
Fatty Acyl	1.79
Fatty Acyl	2.06
Fatty Acyl	1.96
Fatty Acyl	2.72
Fatty Acyl	1.75
Fatty Acyl	2.96
Fatty Acyl	2.87
Fatty Acyl	2.52
Fatty Acyl	3.15
Fatty Acyl	2.57
Fatty Acyl	1.23
Fatty Acyl	3.31
Fatty Acyl	3.66
Fatty Acyl	3.31
Fatty Acyl	3.66
Fatty Acyl	2.29
Fatty Acyl	2.22
Fatty Acyl	1.63
Fatty Acyl	2.78
Fatty Acyl	3.5
Fatty Acyl	2.87
Fatty Acyl	3.34
Fatty Acyl	3.17
Fatty Acyl	2.19
Fatty Acyl	2.77
Fatty Acyl	1.71
Fatty Acyl	2.17
Fatty Acyl	3.51
Fatty Acyl	2.96
Fatty Acyl	2.89
Fatty Acyl	2.43
Fatty Acyl	2.43
Fatty Acyl	2.68
Fatty Acyl	2.72
Fatty Acyl	1.85
Fatty Acyl	3.21
Fatty Acyl	1.9
Fatty Acyl	1.91
Fatty Acyl	1.86
Fatty Acyl	3.14
Fatty Acyl	2.82
Fatty Acyl	2.31
Fatty Acyl	2.85
Fatty Acyl	2.1
Fatty Acyl	2.06
Fatty Acyl	2.65
Fatty Acyl	2.81
Fatty Acyl	1.96
Fatty Acyl	3.03
Fatty Acyl	1.93
Fatty Acyl	3.17
Fatty Acyl	2.29
Fatty Acyl	2.57
Fatty Acyl	2.58
Fatty Acyl	2.29
Fatty Acyl	2.15
Fatty Acyl	2.63
Fatty Acyl	2.49
Fatty Acyl	2.37
Fatty Acyl	2.06
Fatty Acyl	2.33
Fatty Acyl	3.68
Fatty Acyl	3.29
Fatty Acyl	3.48
Fatty Acyl	3.28
Fatty Acyl	2.03
Fatty Acyl	2.24
Fatty Acyl	2.96
Fatty Acyl	3.29
Fatty Acyl	3.48
Fatty Acyl	2.66
Fatty Acyl	1.8
Fatty Acyl	1.88
Fatty Acyl	1.84
Fatty Acyl	1.99
Fatty Acyl	2.21
Fatty Acyl	2.06
Fatty Acyl	2.08
Fatty Acyl	2.56
Fatty Acyl	2.88
Fatty Acyl	3.23
Fatty Acyl	3.46
Fatty Acyl	2.88
Fatty Acyl	3.11
Fatty Acyl	3.31
Fatty Acyl	2.09
Fatty Acyl	3.2
Fatty Acyl	3.49
Fatty Acyl	3.39
Fatty Acyl	3.24
Fatty Acyl	1.54
Fatty Acyl	2.4
Fatty Acyl	1.73
Fatty Acyl	3.16
Fatty Acyl	3.08
Fatty Acyl	1.92
Fatty Acyl	3.49
Fatty Acyl	3.39
Fatty Acyl	3.24
Fatty Acyl	1.54
Fatty Acyl	2.4
Fatty Acyl	1.73
Fatty Acyl	3.16
Fatty Acyl	3.08
Fatty Acyl	1.92
Fatty Acyl	2.04
Fatty Acyl	2.71
Fatty Acyl	1.62
Fatty Acyl	2.95
Fatty Acyl	3.06
Fatty Acyl	2.77
Fatty Acyl	2.68
Fatty Acyl	3.06
Fatty Acyl	1.64
Fatty Acyl	2.09
Fatty Acyl	2.06
Fatty Acyl	2.94
Fatty Acyl	1.65
Fatty Acyl	2.37
Fatty Acyl	2.3
Fatty Acyl	3.05
Fatty Acyl	1.56
Fatty Acyl	2.39
Fatty Acyl	2.06
Fatty Acyl	2.84
Fatty Acyl	1.63
Fatty Acyl	2.35
Fatty Acyl	3.63
Fatty Acyl	2.31
Fatty Acyl	3.35
Fatty Acyl	3.66
Fatty Acyl	3.11
Fatty Acyl	2.66
Fatty Acyl	2.67
Fatty Acyl	2.55
Fatty Acyl	3.68
Fatty Acyl	2.58
Fatty Acyl	2.56
Fatty Acyl	1.93
Fatty Acyl	3.01
Fatty Acyl	2.77
Fatty Acyl	2.38
Fatty Acyl	3.01
Fatty Acyl	2.39
Fatty Acyl	2.77
Fatty Acyl	3.2
Fatty Acyl	3.1
Fatty Acyl	3.77
Fatty Acyl	2.4
Fatty Acyl	2.13
Fatty Acyl	1.97
Fatty Acyl	2.7
Fatty Acyl	2.44
Fatty Acyl	2.11
Fatty Acyl	2.0
Fatty Acyl	2.75
Fatty Acyl	2.23
Fatty Acyl	3.15
Fatty Acyl	3.24
Fatty Acyl	3.38
Fatty Acyl	2.27
Fatty Acyl	2.66
Fatty Acyl	3.31
Fatty Acyl	2.58
Fatty Acyl	2.32
Fatty Acyl	2.67
Fatty Acyl	3.16
Fatty Acyl	3.12
Fatty Acyl	2.31
Fatty Acyl	3.23
Fatty Acyl	3.07
Fatty Acyl	2.28
Fatty Acyl	3.04
Fatty Acyl	2.49
Fatty Acyl	2.85
Fatty Acyl	2.88
Fatty Acyl	3.47
Fatty Acyl	2.96
Fatty Acyl	2.54
Fatty Acyl	2.32
Fatty Acyl	1.98
Fatty Acyl	3.03
Fatty Acyl	2.09
Fatty Acyl	3.12
Fatty Acyl	3.25
Fatty Acyl	3.11
Fatty Acyl	1.89
Fatty Acyl	2.69
Fatty Acyl	2.7
Fatty Acyl	2.64
Fatty Acyl	2.71
Fatty Acyl	3.56
Fatty Acyl	2.57
Fatty Acyl	2.59
Fatty Acyl	2.67
Fatty Acyl	2.68
Fatty Acyl	3.46
Fatty Acyl	3.23
Fatty Acyl	3.39
Fatty Acyl	2.11
Fatty Acyl	3.18
Fatty Acyl	3.0
Fatty Acyl	2.63
Fatty Acyl	3.1
Fatty Acyl	3.45
Fatty Acyl	2.6
Fatty Acyl	3.36
Fatty Acyl	2.75
Fatty Acyl	3.31
Fatty Acyl	2.86
Fatty Acyl	3.57
Fatty Acyl	2.62
Fatty Acyl	3.66
Fatty Acyl	3.34
Fatty Acyl	2.94
Fatty Acyl	3.12
Fatty Acyl	2.56
Fatty Acyl	3.32
Fatty Acyl	3.55
Fatty Acyl	2.38
Fatty Acyl	2.24
Fatty Acyl	3.6
Fatty Acyl	3.31
Fatty Acyl	3.41
Fatty Acyl	3.0
Fatty Acyl	2.63
Fatty Acyl	3.2
Fatty Acyl	2.39
Fatty Acyl	2.74
Fatty Acyl	2.81
Fatty Acyl	3.53
Fatty Acyl	3.43
Fatty Acyl	1.75
Fatty Acyl	2.11
Fatty Acyl	1.86
Fatty Acyl	2.72
Fatty Acyl	2.85
Fatty Acyl	3.25
Fatty Acyl	3.16
Fatty Acyl	3.25
Fatty Acyl	2.83
Fatty Acyl	3.09
Fatty Acyl	3.0
Fatty Acyl	2.33
Fatty Acyl	1.29
Fatty Acyl	1.78
Fatty Acyl	2.46
Fatty Acyl	3.01
Fatty Acyl	2.08
Fatty Acyl	1.98
Fatty Acyl	3.31
Fatty Acyl	2.52
Fatty Acyl	2.86
Fatty Acyl	2.31
Fatty Acyl	3.26
Fatty Acyl	2.99
Fatty Acyl	2.73
Fatty Acyl	2.8
Fatty Acyl	2.05
Fatty Acyl	1.87
Fatty Acyl	2.72
Fatty Acyl	3.64
Fatty Acyl	2.82
Fatty Acyl	2.07
Fatty Acyl	1.89
Fatty Acyl	2.22
Fatty Acyl	2.13
Fatty Acyl	2.92
Fatty Acyl	2.4
Fatty Acyl	2.08
Fatty Acyl	3.36
Fatty Acyl	1.88
Fatty Acyl	1.8
Fatty Acyl	1.97
Fatty Acyl	1.88
Fatty Acyl	1.94
Fatty Acyl	2.61
Fatty Acyl	3.52
Fatty Acyl	3.01
Fatty Acyl	1.9
Fatty Acyl	2.74
Fatty Acyl	2.43
Fatty Acyl	3.43
Fatty Acyl	2.94
Fatty Acyl	2.18
Fatty Acyl	1.68
Fatty Acyl	2.84
Fatty Acyl	1.77
Fatty Acyl	2.22
Fatty Acyl	1.92
Fatty Acyl	3.33
Fatty Acyl	3.16
Fatty Acyl	1.71
Fatty Acyl	2.01
Fatty Acyl	1.84
Fatty Acyl	1.77
Fatty Acyl	2.05
Fatty Acyl	1.85
Fatty Acyl	3.56
Fatty Acyl	1.94
Fatty Acyl	2.24
Fatty Acyl	3.03
Fatty Acyl	3.39
Fatty Acyl	2.87
Fatty Acyl	2.4
Fatty Acyl	2.55
Fatty Acyl	2.38
Fatty Acyl	2.23
Fatty Acyl	2.35
Fatty Acyl	2.86
Fatty Acyl	2.96
Fatty Acyl	3.65
Fatty Acyl	2.75
Fatty Acyl	2.21
Fatty Acyl	2.89
Fatty Acyl	1.7
Fatty Acyl	2.4
Fatty Acyl	3.14
Fatty Acyl	3.31
Fatty Acyl	2.03
Fatty Acyl	2.52
Fatty Acyl	1.55
Fatty Acyl	2.65
Fatty Acyl	3.51
Fatty Acyl	2.27
Fatty Acyl	2.34
Fatty Acyl	2.47
Fatty Acyl	2.88
Fatty Acyl	3.4
Fatty Acyl	2.8
Fatty Acyl	2.78
Fatty Acyl	1.77
Fatty Acyl	2.18
Fatty Acyl	1.66
Fatty Acyl	3.67
Fatty Acyl	1.48
Fatty Acyl	1.52
Fatty Acyl	1.83
Fatty Acyl	1.87
Fatty Acyl	2.49
Fatty Acyl	2.4
Fatty Acyl	3.1
Fatty Acyl	3.04
Fatty Acyl	2.14
Fatty Acyl	1.6
Fatty Acyl	2.63
Fatty Acyl	2.91
Fatty Acyl	1.88
Fatty Acyl	3.41
Fatty Acyl	3.48
Fatty Acyl	3.77
Fatty Acyl	1.92
Fatty Acyl	2.1
Fatty Acyl	1.61
Fatty Acyl	2.73
Fatty Acyl	1.84
Fatty Acyl	2.16
Fatty Acyl	2.0
Fatty Acyl	2.7
Fatty Acyl	1.82
Fatty Acyl	2.13
Fatty Acyl	2.73
Fatty Acyl	1.69
Fatty Acyl	1.7
Fatty Acyl	1.69
Fatty Acyl	2.6
Fatty Acyl	3.19
Fatty Acyl	3.13
Fatty Acyl	1.63
Fatty Acyl	2.74
Fatty Acyl	3.59
Fatty Acyl	2.56
Fatty Acyl	2.44
Fatty Acyl	2.86
Fatty Acyl	2.75
Fatty Acyl	2.91
Fatty Acyl	1.47
Fatty Acyl	2.63
Fatty Acyl	2.77
Fatty Acyl	3.08
Fatty Acyl	3.21
Fatty Acyl	3.74
Fatty Acyl	2.4
Fatty Acyl	3.15
Fatty Acyl	1.13
Fatty Acyl	2.11
Fatty Acyl	3.51
Fatty Acyl	2.72
Fatty Acyl	3.5
Fatty Acyl	2.91
Fatty Acyl	2.06
Fatty Acyl	3.18
Fatty Acyl	3.03
Fatty Acyl	2.39
Fatty Acyl	3.39
Fatty Acyl	2.7
Fatty Acyl	1.62
Fatty Acyl	2.35
Fatty Acyl	2.88
Fatty Acyl	1.71
Fatty Acyl	1.65
Fatty Acyl	2.49
Fatty Acyl	3.11
Fatty Acyl	2.34
Fatty Acyl	2.68
Fatty Acyl	3.31
Fatty Acyl	3.41
Fatty Acyl	3.21
Fatty Acyl	2.7
Fatty Acyl	1.65
Fatty Acyl	3.15
Fatty Acyl	3.25
Fatty Acyl	1.62
Fatty Acyl	2.97
Fatty Acyl	2.13
Fatty Acyl	2.39
Fatty Acyl	2.37
Fatty Acyl	2.62
Fatty Acyl	3.45
Fatty Acyl	2.02
Fatty Acyl	2.06
Fatty Acyl	3.09
Fatty Acyl	3.51
Fatty Acyl	3.56
Fatty Acyl	2.38
Fatty Acyl	2.39
Fatty Acyl	2.65
Fatty Acyl	3.51
Fatty Acyl	2.73
Fatty Acyl	3.49
Fatty Acyl	3.57
Fatty Acyl	3.12
Fatty Acyl	1.58
Fatty Acyl	2.55
Fatty Acyl	2.36
Fatty Acyl	1.96
Fatty Acyl	1.95
Fatty Acyl	3.43
Fatty Acyl	2.01
Fatty Acyl	1.97
Fatty Acyl	2.43
Fatty Acyl	2.87
Fatty Acyl	2.69
Fatty Acyl	2.94
Fatty Acyl	1.89
Fatty Acyl	2.7
Fatty Acyl	3.25
Fatty Acyl	1.6
Fatty Acyl	2.03
Fatty Acyl	1.94
Fatty Acyl	3.59
Fatty Acyl	2.11
Fatty Acyl	1.85
Fatty Acyl	2.01
Fatty Acyl	1.94
Fatty Acyl	3.27
Fatty Acyl	1.6
Fatty Acyl	2.02
Fatty Acyl	3.28
Fatty Acyl	1.99
Fatty Acyl	2.92
Fatty Acyl	1.96
Fatty Acyl	1.89
Fatty Acyl	2.05
Fatty Acyl	2.83
Fatty Acyl	1.57
Fatty Acyl	2.7
Fatty Acyl	1.7
Fatty Acyl	3.72
Fatty Acyl	2.82
Fatty Acyl	2.82
Fatty Acyl	2.55
Fatty Acyl	3.37
Fatty Acyl	1.91
Fatty Acyl	2.06
Fatty Acyl	2.93
Fatty Acyl	1.97
Fatty Acyl	3.61
Fatty Acyl	3.5
Fatty Acyl	2.79
Fatty Acyl	2.12
Fatty Acyl	2.79
Fatty Acyl	2.12
Fatty Acyl	2.07
Fatty Acyl	2.96
Fatty Acyl	2.07
Fatty Acyl	2.96
Fatty Acyl	3.12
Fatty Acyl	3.64
Fatty Acyl	3.53
Fatty Acyl	3.02
Fatty Acyl	1.83
Fatty Acyl	1.68
Fatty Acyl	3.47
Fatty Acyl	2.21
Fatty Acyl	2.66
Fatty Acyl	3.6
Fatty Acyl	2.8
Fatty Acyl	2.57
Fatty Acyl	2.4
Fatty Acyl	1.6
Fatty Acyl	1.83
Fatty Acyl	3.28
Fatty Acyl	3.1
Fatty Acyl	2.53
Fatty Acyl	1.86
Fatty Acyl	1.63
Fatty Acyl	1.86
Fatty Acyl	3.22
Fatty Acyl	2.56
Fatty Acyl	2.49
Fatty Acyl	1.84
Fatty Acyl	2.38
Fatty Acyl	1.82
Fatty Acyl	1.54
Fatty Acyl	1.81
Fatty Acyl	3.3
Fatty Acyl	2.93
Fatty Acyl	1.84
Fatty Acyl	3.33
Fatty Acyl	2.27
Fatty Acyl	2.54
Fatty Acyl	3.6
Fatty Acyl	2.62
Fatty Acyl	1.72
Fatty Acyl	1.52
Fatty Acyl	1.79
Fatty Acyl	3.26
Fatty Acyl	2.44
Fatty Acyl	2.31
Fatty Acyl	2.4
Fatty Acyl	3.58
Fatty Acyl	1.82
Fatty Acyl	3.32
Fatty Acyl	3.01
Fatty Acyl	1.93
Fatty Acyl	2.15
Fatty Acyl	2.62
Fatty Acyl	3.2
Fatty Acyl	2.11
Fatty Acyl	2.98
Fatty Acyl	3.51
Fatty Acyl	2.39
Fatty Acyl	2.02
Fatty Acyl	3.3
Fatty Acyl	3.54
Fatty Acyl	2.38
Fatty Acyl	2.39
Fatty Acyl	2.22
Fatty Acyl	2.85
Fatty Acyl	2.69
Fatty Acyl	2.7
Fatty Acyl	3.36
Fatty Acyl	2.15
Fatty Acyl	2.6
Fatty Acyl	2.14
Fatty Acyl	3.65
Fatty Acyl	3.42
Fatty Acyl	2.1
Fatty Acyl	2.66
Fatty Acyl	2.2
Fatty Acyl	3.23
Fatty Acyl	2.0
Fatty Acyl	2.47
Fatty Acyl	2.22
Fatty Acyl	2.36
Fatty Acyl	2.3
Fatty Acyl	1.62
Fatty Acyl	1.63
Fatty Acyl	3.06
Fatty Acyl	2.68
Fatty Acyl	1.37
Fatty Acyl	3.24
Fatty Acyl	3.22
Fatty Acyl	3.47
Fatty Acyl	2.39
Fatty Acyl	1.91
Fatty Acyl	2.51
Fatty Acyl	1.4
Fatty Acyl	3.13
Fatty Acyl	2.36
Fatty Acyl	2.2
Fatty Acyl	1.47
Fatty Acyl	2.65
Fatty Acyl	2.18
Fatty Acyl	3.27
Fatty Acyl	3.44
Fatty Acyl	3.28
Fatty Acyl	3.29
Fatty Acyl	3.42
Fatty Acyl	2.88
Fatty Acyl	2.94
Fatty Acyl	2.26
Fatty Acyl	3.52
Fatty Acyl	1.91
Fatty Acyl	2.07
Fatty Acyl	2.12
Fatty Acyl	1.96
Fatty Acyl	2.27
Fatty Acyl	2.14
Fatty Acyl	3.06
Fatty Acyl	2.85
Fatty Acyl	2.94
Fatty Acyl	3.4
Fatty Acyl	3.1
Fatty Acyl	1.96
Fatty Acyl	2.41
Fatty Acyl	3.52
Fatty Acyl	1.95
Fatty Acyl	2.41
Fatty Acyl	2.12
Fatty Acyl	1.73
Fatty Acyl	1.76
Fatty Acyl	3.06
Fatty Acyl	3.06
Fatty Acyl	3.07
Fatty Acyl	2.68
Fatty Acyl	2.57
Fatty Acyl	1.97
Fatty Acyl	2.68
Fatty Acyl	3.58
Fatty Acyl	3.38
Fatty Acyl	2.1
Fatty Acyl	2.03
Fatty Acyl	2.57
Fatty Acyl	2.1
Fatty Acyl	3.09
Fatty Acyl	3.07
Fatty Acyl	1.97
Fatty Acyl	2.88
Fatty Acyl	2.08
Fatty Acyl	2.67
Fatty Acyl	3.29
Fatty Acyl	2.71
Fatty Acyl	2.46
Fatty Acyl	3.68
Fatty Acyl	3.38
Fatty Acyl	2.7
Fatty Acyl	2.4
Fatty Acyl	3.25
Fatty Acyl	2.77
Fatty Acyl	2.01
Fatty Acyl	2.33
Fatty Acyl	2.51
Fatty Acyl	3.19
Fatty Acyl	2.98
Fatty Acyl	2.28
Fatty Acyl	2.86
Fatty Acyl	3.24
Fatty Acyl	1.6
Fatty Acyl	3.13
Fatty Acyl	2.77
Fatty Acyl	2.09
Fatty Acyl	1.9
Fatty Acyl	2.8
Fatty Acyl	2.33
Fatty Acyl	3.2
Fatty Acyl	3.36
Fatty Acyl	3.54
Fatty Acyl	3.37
Fatty Acyl	2.19
Fatty Acyl	2.74
Fatty Acyl	3.67
Fatty Acyl	2.65
Fatty Acyl	3.67
Fatty Acyl	3.44
Fatty Acyl	3.22
Fatty Acyl	2.94
Fatty Acyl	2.74
Fatty Acyl	2.62
Fatty Acyl	2.07
Fatty Acyl	2.12
Fatty Acyl	3.35
Fatty Acyl	3.28
Fatty Acyl	2.89
Fatty Acyl	2.29
Fatty Acyl	1.97
Fatty Acyl	1.86
Fatty Acyl	3.39
Fatty Acyl	1.86
Fatty Acyl	2.04
Fatty Acyl	2.88
Fatty Acyl	2.08
Fatty Acyl	2.54
Fatty Acyl	1.66
Fatty Acyl	2.32
Fatty Acyl	2.32
Fatty Acyl	2.51
Fatty Acyl	2.5
Fatty Acyl	2.5
Fatty Acyl	2.01
Fatty Acyl	1.96
Fatty Acyl	1.93
Fatty Acyl	2.41
Fatty Acyl	1.74
Fatty Acyl	1.95
Fatty Acyl	2.41
Fatty Acyl	1.71
Fatty Acyl	3.4
Fatty Acyl	3.34
Fatty Acyl	2.28
Fatty Acyl	3.63
Fatty Acyl	3.08
Fatty Acyl	2.96
Fatty Acyl	2.23
Fatty Acyl	2.82
Fatty Acyl	2.39
Fatty Acyl	3.33
Fatty Acyl	3.1
Fatty Acyl	2.75
Fatty Acyl	2.31
Fatty Acyl	2.86
Fatty Acyl	3.05
Fatty Acyl	3.24
Fatty Acyl	2.26
Fatty Acyl	2.25
Fatty Acyl	1.93
Fatty Acyl	2.01
Fatty Acyl	1.84
Fatty Acyl	3.27
Fatty Acyl	3.25
Fatty Acyl	1.92
Fatty Acyl	2.0
Fatty Acyl	1.91
Fatty Acyl	3.44
Fatty Acyl	3.66
Fatty Acyl	1.87
Fatty Acyl	3.1
Fatty Acyl	1.74
Fatty Acyl	2.79
Fatty Acyl	1.87
Fatty Acyl	3.79
Fatty Acyl	2.05
Fatty Acyl	3.18
Fatty Acyl	2.13
Fatty Acyl	1.56
Fatty Acyl	3.09
Fatty Acyl	3.05
Fatty Acyl	3.05
Fatty Acyl	3.05
Fatty Acyl	3.19
Fatty Acyl	2.6
Fatty Acyl	2.59
Fatty Acyl	3.15
Fatty Acyl	3.12
