class	polarity_score
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	1
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	1
Glycerolipid	1
Glycerolipid	0
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	1
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	1
Glycerolipid	3
Glycerolipid	2
Glycerolipid	4
Glycerolipid	1
Glycerolipid	1
Glycerolipid	3
Glycerolipid	3
Glycerolipid	1
Glycerolipid	4
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	1
Glycerolipid	1
Glycerolipid	3
Glycerolipid	2
Glycerolipid	4
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	5
Glycerolipid	4
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	5
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	1
Glycerolipid	3
Glycerolipid	2
Glycerolipid	1
Glycerolipid	2
Glycerolipid	2
Glycerolipid	8
Glycerolipid	6
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	3
Glycerolipid	4
Glycerolipid	0
Glycerolipid	0
Glycerolipid	7
Glycerolipid	2
Glycerolipid	5
Glycerolipid	1
Glycerolipid	1
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	4
Glycerolipid	5
Glycerolipid	2
Glycerolipid	5
Glycerolipid	6
Glycerolipid	2
Glycerolipid	2
Glycerolipid	6
Glycerolipid	0
Glycerolipid	1
Glycerolipid	2
Glycerolipid	4
Glycerolipid	1
Glycerolipid	5
Glycerolipid	3
Glycerolipid	2
Glycerolipid	0
Glycerolipid	0
Glycerolipid	9
Glycerolipid	6
Glycerolipid	4
Glycerolipid	8
Glycerolipid	5
Glycerolipid	3
Glycerolipid	0
Glycerolipid	1
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	4
Glycerolipid	6
Glycerolipid	5
Glycerolipid	3
Glycerolipid	2
Glycerolipid	4
Glycerolipid	1
Glycerolipid	3
Glycerolipid	4
Glycerolipid	3
Glycerolipid	6
Glycerolipid	1
Glycerolipid	6
Glycerolipid	7
Glycerolipid	3
Glycerolipid	2
Glycerolipid	5
Glycerolipid	3
Glycerolipid	4
Glycerolipid	0
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	4
Glycerolipid	7
Glycerolipid	5
Glycerolipid	1
Glycerolipid	3
Glycerolipid	2
Glycerolipid	5
Glycerolipid	3
Glycerolipid	0
Glycerolipid	1
Glycerolipid	1
Glycerolipid	5
Glycerolipid	7
Glycerolipid	1
Glycerolipid	1
Glycerolipid	5
Glycerolipid	1
Glycerolipid	3
Glycerolipid	3
Glycerolipid	8
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	0
Glycerolipid	7
Glycerolipid	4
Glycerolipid	5
Glycerolipid	1
Glycerolipid	0
Glycerolipid	2
Glycerolipid	6
Glycerolipid	0
Glycerolipid	1
Glycerolipid	5
Glycerolipid	2
Glycerolipid	4
Glycerolipid	5
Glycerolipid	4
Glycerolipid	1
Glycerolipid	4
Glycerolipid	0
Glycerolipid	7
Glycerolipid	7
Glycerolipid	1
Glycerolipid	4
Glycerolipid	0
Glycerolipid	5
Glycerolipid	4
Glycerolipid	4
Glycerolipid	3
Glycerolipid	1
Glycerolipid	2
Glycerolipid	4
Glycerolipid	3
Glycerolipid	9
Glycerolipid	0
Glycerolipid	0
Glycerolipid	4
Glycerolipid	4
Glycerolipid	1
Glycerolipid	5
Glycerolipid	6
Glycerolipid	3
Glycerolipid	2
Glycerolipid	4
Glycerolipid	0
Glycerolipid	6
Glycerolipid	2
Glycerolipid	2
Glycerolipid	4
Glycerolipid	1
Glycerolipid	3
Glycerolipid	2
Glycerolipid	7
Glycerolipid	5
Glycerolipid	4
Glycerolipid	5
Glycerolipid	1
Glycerolipid	4
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	2
Glycerolipid	0
Glycerolipid	3
Glycerolipid	3
Glycerolipid	0
Glycerolipid	0
Glycerolipid	1
Glycerolipid	1
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	0
Glycerolipid	5
Glycerolipid	8
Glycerolipid	2
Glycerolipid	3
Glycerolipid	5
Glycerolipid	3
Glycerolipid	0
Glycerolipid	6
Glycerolipid	4
Glycerolipid	4
Glycerolipid	3
Glycerolipid	1
Glycerolipid	5
Glycerolipid	8
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	3
Glycerolipid	5
Glycerolipid	3
Glycerolipid	4
Glycerolipid	2
Glycerolipid	3
Glycerolipid	4
Glycerolipid	4
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	5
Glycerolipid	7
Glycerolipid	7
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	4
Glycerolipid	1
Glycerolipid	4
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	1
Glycerolipid	1
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	4
Glycerolipid	4
Glycerolipid	6
Glycerolipid	9
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	5
Glycerolipid	4
Glycerolipid	2
Glycerolipid	3
Glycerolipid	1
Glycerolipid	1
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	4
Glycerolipid	2
Glycerolipid	1
Glycerolipid	1
Glycerolipid	2
Glycerolipid	6
Glycerolipid	4
Glycerolipid	7
Glycerolipid	6
Glycerolipid	3
Glycerolipid	3
Glycerolipid	4
Glycerolipid	0
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	4
Glycerolipid	4
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	5
Glycerolipid	0
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	1
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	3
Glycerolipid	2
Glycerolipid	4
Glycerolipid	4
Glycerolipid	7
Glycerolipid	7
Glycerolipid	2
Glycerolipid	0
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	4
Glycerolipid	2
Glycerolipid	1
Glycerolipid	4
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	1
Glycerolipid	1
Glycerolipid	0
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	2
Glycerolipid	4
Glycerolipid	5
Glycerolipid	4
Glycerolipid	7
Glycerolipid	7
Glycerolipid	2
Glycerolipid	0
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	4
Glycerolipid	4
Glycerolipid	7
Glycerolipid	7
Glycerolipid	2
Glycerolipid	0
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	4
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	1
Glycerolipid	5
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	1
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	5
Glycerolipid	7
Glycerolipid	2
Glycerolipid	3
Glycerolipid	4
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	1
Glycerolipid	2
Glycerolipid	5
Glycerolipid	3
Glycerolipid	0
Glycerolipid	4
Glycerolipid	4
Glycerolipid	3
Glycerolipid	3
Glycerolipid	0
Glycerolipid	0
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	1
Glycerolipid	5
Glycerolipid	4
Glycerolipid	7
Glycerolipid	7
Glycerolipid	6
Glycerolipid	0
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	1
Glycerolipid	4
Glycerolipid	4
Glycerolipid	2
Glycerolipid	0
Glycerolipid	4
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	4
Glycerolipid	4
Glycerolipid	7
Glycerolipid	4
Glycerolipid	7
Glycerolipid	0
Glycerolipid	0
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	5
Glycerolipid	4
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	1
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	10
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	5
Glycerolipid	4
Glycerolipid	7
Glycerolipid	7
Glycerolipid	0
Glycerolipid	7
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	4
Glycerolipid	4
Glycerolipid	2
Glycerolipid	6
Glycerolipid	3
Glycerolipid	0
Glycerolipid	1
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	2
Glycerolipid	2
Glycerolipid	9
Glycerolipid	0
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	1
Glycerolipid	1
Glycerolipid	4
Glycerolipid	2
Glycerolipid	6
Glycerolipid	7
Glycerolipid	1
Glycerolipid	1
Glycerolipid	4
Glycerolipid	5
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	6
Glycerolipid	7
Glycerolipid	6
Glycerolipid	4
Glycerolipid	1
Glycerolipid	6
Glycerolipid	3
Glycerolipid	7
Glycerolipid	6
Glycerolipid	7
Glycerolipid	3
Glycerolipid	9
Glycerolipid	3
Glycerolipid	6
Glycerolipid	4
Glycerolipid	2
Glycerolipid	5
Glycerolipid	6
Glycerolipid	2
Glycerolipid	4
Glycerolipid	7
Glycerolipid	5
Glycerolipid	6
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	5
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	4
Glycerolipid	7
Glycerolipid	3
Glycerolipid	1
Glycerolipid	0
Glycerolipid	0
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	4
Glycerolipid	0
Glycerolipid	2
Glycerolipid	7
Glycerolipid	4
Glycerolipid	5
Glycerolipid	8
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	2
Glycerolipid	7
Glycerolipid	5
Glycerolipid	6
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	1
Glycerolipid	1
Glycerolipid	2
Glycerolipid	5
Glycerolipid	1
Glycerolipid	5
Glycerolipid	6
Glycerolipid	6
Glycerolipid	2
Glycerolipid	5
Glycerolipid	2
Glycerolipid	0
Glycerolipid	1
Glycerolipid	1
Glycerolipid	2
Glycerolipid	3
Glycerolipid	4
Glycerolipid	3
Glycerolipid	3
Glycerolipid	1
Glycerolipid	4
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	4
Glycerolipid	3
Glycerolipid	5
Glycerolipid	3
Glycerolipid	6
Glycerolipid	2
Glycerolipid	8
Glycerolipid	5
Glycerolipid	4
Glycerolipid	6
Glycerolipid	4
Glycerolipid	3
Glycerolipid	6
Glycerolipid	2
Glycerolipid	8
Glycerolipid	5
Glycerolipid	4
Glycerolipid	6
Glycerolipid	4
Glycerolipid	4
Glycerolipid	2
Glycerolipid	4
Glycerolipid	4
Glycerolipid	3
Glycerolipid	4
Glycerolipid	1
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	4
Glycerolipid	4
Glycerolipid	4
Glycerolipid	5
Glycerolipid	4
Glycerolipid	0
Glycerolipid	0
Glycerolipid	1
Glycerolipid	4
Glycerolipid	3
Glycerolipid	2
Glycerolipid	5
Glycerolipid	1
Glycerolipid	1
Glycerolipid	1
Glycerolipid	1
Glycerolipid	6
Glycerolipid	3
Glycerolipid	8
Glycerolipid	5
Glycerolipid	5
Glycerolipid	5
Glycerolipid	3
Glycerolipid	9
Glycerolipid	5
Glycerolipid	6
Glycerolipid	2
Glycerolipid	5
Glycerolipid	4
Glycerolipid	5
Glycerolipid	12
Glycerolipid	12
Glycerolipid	11
Glycerolipid	11
Glycerolipid	12
Glycerolipid	5
Glycerolipid	11
Glycerolipid	5
Glycerolipid	5
Glycerolipid	7
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	6
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	0
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	7
Glycerolipid	6
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	0
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	7
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	7
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	5
Glycerolipid	1
Glycerolipid	0
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	7
Glycerolipid	2
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	5
Glycerolipid	2
Glycerolipid	3
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	3
Glycerolipid	0
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	4
Glycerolipid	2
Glycerolipid	6
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	0
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	4
Glycerolipid	5
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	0
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	5
Glycerolipid	7
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	5
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	7
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	1
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	0
Glycerolipid	0
Glycerolipid	0
Glycerolipid	4
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	7
Glycerolipid	7
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	4
Glycerolipid	2
Glycerolipid	3
Glycerolipid	6
Glycerolipid	2
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	4
Glycerolipid	7
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	0
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	7
Glycerolipid	2
Glycerolipid	7
Glycerolipid	5
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	4
Glycerolipid	6
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	0
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	4
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	7
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	0
Glycerolipid	3
Glycerolipid	2
Glycerolipid	1
Glycerolipid	2
Glycerolipid	6
Glycerolipid	5
Glycerolipid	5
Glycerolipid	7
Glycerolipid	7
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	4
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	4
Glycerolipid	0
Glycerolipid	5
Glycerolipid	4
Glycerolipid	5
Glycerolipid	4
Glycerolipid	2
Glycerolipid	5
Glycerolipid	6
Glycerolipid	1
Glycerolipid	6
Glycerolipid	2
Glycerolipid	0
Glycerolipid	5
Glycerolipid	2
Glycerolipid	2
Glycerolipid	6
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	1
Glycerolipid	1
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	3
Glycerolipid	4
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	1
Glycerolipid	0
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	0
Glycerolipid	0
Glycerolipid	3
Glycerolipid	1
Glycerolipid	1
Glycerolipid	0
Glycerolipid	4
Glycerolipid	5
Glycerolipid	3
Glycerolipid	5
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	6
Glycerolipid	6
Glycerolipid	3
Glycerolipid	3
Glycerolipid	0
Glycerolipid	1
Glycerolipid	2
Glycerolipid	0
Glycerolipid	1
Glycerolipid	1
Glycerolipid	1
Glycerolipid	4
Glycerolipid	4
Glycerolipid	5
Glycerolipid	0
Glycerolipid	2
Glycerolipid	1
Glycerolipid	6
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	7
Glycerolipid	9
Glycerolipid	1
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	7
Glycerolipid	9
Glycerolipid	2
Glycerolipid	3
Glycerolipid	4
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	5
Glycerolipid	5
Glycerolipid	5
Glycerolipid	7
Glycerolipid	1
Glycerolipid	2
Glycerolipid	7
Glycerolipid	1
Glycerolipid	5
Glycerolipid	1
Glycerolipid	1
Glycerolipid	1
Glycerolipid	5
Glycerolipid	1
Glycerolipid	0
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	3
Glycerolipid	0
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	1
Glycerolipid	1
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	5
Glycerolipid	4
Glycerolipid	0
Glycerolipid	1
Glycerolipid	2
Glycerolipid	4
Glycerolipid	3
Glycerolipid	1
Glycerolipid	5
Glycerolipid	0
Glycerolipid	3
Glycerolipid	1
Glycerolipid	1
Glycerolipid	4
Glycerolipid	4
Glycerolipid	5
Glycerolipid	4
Glycerolipid	3
Glycerolipid	0
Glycerolipid	1
Glycerolipid	1
Glycerolipid	4
Glycerolipid	1
Glycerolipid	4
Glycerolipid	2
Glycerolipid	1
Glycerolipid	6
Glycerolipid	3
Glycerolipid	1
Glycerolipid	2
Glycerolipid	0
Glycerolipid	0
Glycerolipid	2
Glycerolipid	1
Glycerolipid	5
Glycerolipid	1
Glycerolipid	3
Glycerolipid	1
Glycerolipid	1
Glycerolipid	4
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	4
Glycerolipid	2
Glycerolipid	3
Glycerolipid	1
Glycerolipid	1
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	3
Glycerolipid	1
Glycerolipid	3
Glycerolipid	2
Glycerolipid	1
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	4
Glycerolipid	2
Glycerolipid	3
Glycerolipid	1
Glycerolipid	1
Glycerolipid	3
Glycerolipid	4
Glycerolipid	5
Glycerolipid	5
Glycerolipid	4
Glycerolipid	2
Glycerolipid	4
Glycerolipid	3
Glycerolipid	2
Glycerolipid	7
Glycerolipid	2
Glycerolipid	1
Glycerolipid	5
Glycerolipid	5
Glycerolipid	5
Glycerolipid	4
Glycerolipid	4
Glycerolipid	0
Glycerolipid	6
Glycerolipid	4
Glycerolipid	4
Glycerolipid	3
Glycerolipid	3
Glycerolipid	1
Glycerolipid	1
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	0
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	4
Glycerolipid	4
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	0
Glycerolipid	0
Glycerolipid	0
Glycerolipid	0
Glycerolipid	16
Glycerolipid	3
Glycerolipid	3
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	5
Glycerolipid	3
Glycerolipid	2
Glycerolipid	0
Glycerolipid	2
Glycerolipid	4
Glycerolipid	0
Glycerolipid	5
Glycerolipid	5
Glycerolipid	2
Glycerolipid	6
Glycerolipid	6
Glycerolipid	2
Glycerolipid	2
Glycerolipid	5
Glycerolipid	5
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	1
Glycerolipid	0
Glycerolipid	0
Glycerolipid	1
Glycerolipid	2
Glycerolipid	4
Glycerolipid	3
Glycerolipid	3
Glycerolipid	1
Glycerolipid	2
Glycerolipid	0
Glycerolipid	1
Glycerolipid	2
Glycerolipid	0
Glycerolipid	6
Glycerolipid	6
Glycerolipid	6
Glycerolipid	2
Glycerolipid	2
Glycerolipid	2
Glycerolipid	3
Glycerolipid	3
Glycerolipid	3
